"X.U.FEFF.date","camera","video","timestamp","species","count","site","latin","Order","Family","Primary_functional_group","Secondary_functional_group","Max_length","common_length","MaxLengthTL","Troph","ComDepthMin","ComDepthMax","TempPrefMean","FeedingPath","diet_breadth","TL_group","abund"
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","¶àÁÛÏ¼µûÓã",1,"Meiji","Hemitaurichthys polylepis","Perciformes","Chaetodontidae","Planktivore","planktivore",18,NA,18,3.089999914,8,32,27.7,"pelagic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","×ÏºìÄâ»¨õl",7,"Meiji","Pseudanthias pascalus","Perciformes","Serranidae","Omnivore","omnivore",NA,NA,20,3.49000001,10,33,27.5,"pelagic",28,"20-30",0.000293414930628327
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","Ò¸°ß¹âÈúÓã",2,"Meiji","Chromis atripes","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.640000105,10,25,27.6,"benthic",28,"< 10",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","Ë«°ß¹âÈúÓã",3,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000125749255983569
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","èÎ³Ý´ÌÎ²Óã",3,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000125749255983569
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","»ÆÎ²´ÌÎ²Óã",2,"Meiji","Acanthurus thompsoni","Perciformes","Acanthuridae","Planktivore","planktivore",27,NA,27,3.640000105,5,70,27.6,"pelagic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","·ÆÂÉ±öÈ¸öô",1,"Meiji","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","07:30-07:40","ÑÛ°ß½·È¸öô",2,"Meiji","Plectroglyphidodon lacrymatus","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,10,2.220000029,5,21,27.6,"benthic",28,"10-20",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","07:40-07:50","×ÏºìÄâ»¨õl",5,"Meiji","Pseudanthias pascalus","Perciformes","Serranidae","Omnivore","omnivore",NA,NA,20,3.49000001,10,33,27.5,"pelagic",28,"20-30",0.000209582093305948
"5.7","1ºÅ»ú","GH020919.MP4","07:50-08:00","°×±ßÏË³ÝöÔ",1,"Meiji","Gracila albomarginata","Perciformes","Serranidae","Carnivore","piscivore",NA,NA,40,4.199999809,15,120,27.2,"pelagic",28,"40-50",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","08:00-08:10","×ÏºìÄâ»¨õl",41,"Meiji","Pseudanthias pascalus","Perciformes","Serranidae","Omnivore","omnivore",NA,NA,20,3.49000001,10,33,27.5,"pelagic",28,"20-30",0.00171857316510877
"5.7","1ºÅ»ú","GH020919.MP4","08:00-08:10","·ÆÂÉ±öÈ¸öô",1,"Meiji","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:00-09:10","Ë«°ß¹âÈúÓã",4,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000167665674644758
"5.7","1ºÅ»ú","GH020919.MP4","09:00-09:10","×ÏºìÄâ»¨õl",2,"Meiji","Pseudanthias pascalus","Perciformes","Serranidae","Omnivore","omnivore",NA,NA,20,3.49000001,10,33,27.5,"pelagic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:00-09:10","½ð÷¢Ï¡¼¬÷",1,"Meiji","Meiacanthus atrodorsalis","Perciformes","Soleidae","Omnivore","omnivore",NA,NA,11,3.450000048,4,16,28.5,"benthic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:00-09:10","°ßµã¾Å¼¬öÔ",1,"Meiji","Gracila polleni","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,43,4.2,25,120,26.5,NA,28,"40-50",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","Ë«°ß¹âÈúÓã",13,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000544913442595465
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","·ÆÂÉ±öÈ¸öô",3,"Meiji","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",0.000125749255983569
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","°Ë´øÄâ´½Óã",1,"Meiji","Pseudocheilinus octotaenia","Perciformes","Labridae","Carnivore","invertivore",14,NA,17.07999992,3.359999895,6,27,27.5,"benthic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","À¶ÂÌ¹âÈúÓã",3,"Meiji","Chromis viridis","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,10,2.920000076,3,11,28.3,"pelagic",28,"10-20",0.000125749255983569
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","èÎ³Ý´ÌÎ²Óã",2,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","Ò¸°ß¹âÈúÓã",1,"Meiji","Chromis atripes","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.640000105,10,25,27.6,"benthic",28,"< 10",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","¶ÛÍ·½õÓã",11,"Meiji","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000461080605273085
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","·²ÊÏ¹âÈúÓã",1,"Meiji","Chromis vanderbilti","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,6,3.190000057,4,12,28.1,"pelagic",28,"< 10",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:10-09:20","ÁÑ´½Óã",1,"Meiji","Labroides dimidiatus","Perciformes","Labridae","Carnivore","ectoparasite feeder",14,NA,14,3.460000038,1,30,27.8,"pelagic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:20-09:30","Ë«°ß¹âÈúÓã",5,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000209582093305948
"5.7","1ºÅ»ú","GH020919.MP4","09:20-09:30","èÎ³Ý´ÌÎ²Óã",1,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","09:20-09:30","¶ÛÍ·½õÓã",14,"Meiji","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000586829861256654
"5.7","1ºÅ»ú","GH020919.MP4","09:30-09:40","èÎ³Ý´ÌÎ²Óã",4,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000167665674644758
"5.7","1ºÅ»ú","GH020919.MP4","09:30-09:40","¶ÛÍ·½õÓã",13,"Meiji","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000544913442595465
"5.7","1ºÅ»ú","GH020919.MP4","09:30-09:40","Ë«°ß¹âÈúÓã",1,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:10-11:20","»ÆÎ²´ÌÎ²Óã",1,"Meiji","Acanthurus thompsoni","Perciformes","Acanthuridae","Planktivore","planktivore",27,NA,27,3.640000105,5,70,27.6,"pelagic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:10-11:20","èÎ³Ý´ÌÎ²Óã",13,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000544913442595465
"5.7","1ºÅ»ú","GH020919.MP4","11:10-11:20","ºÚ±ß½ÇÁÛ÷ƒ",2,"Meiji","Melichthys vidua","Tetraodontiformes","Balistidae","Omnivore","omnivore",NA,NA,40,3.380000114,9,33,27.6,"benthic",28,"40-50",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:10-11:20","¶ÛÍ·½õÓã",1,"Meiji","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:10-11:20","ÈÕ±¾´ÌÎ²Óã",2,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:10-11:20","³¤ÎÇÄ÷¿ÚÓã",2,"Meiji","Forcipiger longirostris","Perciformes","Chaetodontidae","Carnivore","invertivore",22,NA,22,3.5,24,97,27.9,"benthic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","Î²ÎÆ¾Å¼¬öÔ",1,"Meiji","Cephalopholis urodelus","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,28,4,3,15,28.4,NA,28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","½ð´ø³Ýò¢öô",2,"Meiji","Gnathodentex aurolineatus","Perciformes","Lethrinidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,42.3,3.7,3,30,28.4,NA,28,"40-50",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","Ë«°ß¹âÈúÓã",2,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","³¤ÎÇÄ÷¿ÚÓã",1,"Meiji","Forcipiger longirostris","Perciformes","Chaetodontidae","Carnivore","invertivore",22,NA,22,3.5,24,97,27.9,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","·ÆÂÉ±öÈ¸öô",3,"Meiji","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",0.000125749255983569
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","ÈÕ±¾´ÌÎ²Óã",2,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:20-11:30","èÎ³Ý´ÌÎ²Óã",14,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000586829861256654
"5.7","1ºÅ»ú","GH020919.MP4","11:30-11:40","Ë«°ß¹âÈúÓã",6,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000251498511967138
"5.7","1ºÅ»ú","GH020919.MP4","11:30-11:40","èÎ³Ý´ÌÎ²Óã",10,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000419164186611896
"5.7","1ºÅ»ú","GH020919.MP4","11:30-11:40","Ò¸°ß¹âÈúÓã",3,"Meiji","Chromis atripes","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.640000105,10,25,27.6,"benthic",28,"< 10",0.000125749255983569
"5.7","1ºÅ»ú","GH020919.MP4","11:30-11:40","ÈÕ±¾´ÌÎ²Óã",2,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:40-11:47","Ë«°ß¹âÈúÓã",5,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000209582093305948
"5.7","1ºÅ»ú","GH020919.MP4","11:40-11:47","èÎ³Ý´ÌÎ²Óã",7,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000293414930628327
"5.7","1ºÅ»ú","GH020919.MP4","11:40-11:47","ÈÕ±¾´ÌÎ²Óã",2,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:40-11:47","»ÆÎ²´ÌÎ²Óã",1,"Meiji","Acanthurus thompsoni","Perciformes","Acanthuridae","Planktivore","planktivore",27,NA,27,3.640000105,5,70,27.6,"pelagic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:40-11:47","¸±<U+4C75>",1,"Meiji","Paracirrhites arcatus","Perciformes","Cirrhitidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,20,3.630000114,1,33,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH020919.MP4","11:40-11:47","Î²ÎÆ¾Å¼¬öÔ",1,"Meiji","Cephalopholis urodelus","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,28,4,3,15,28.4,NA,28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","ÈÕ±¾´ÌÎ²Óã",12,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",0.000502997023934275
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","èÎ³Ý´ÌÎ²Óã",15,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000628746279917844
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","Ë«°ß¹âÈúÓã",9,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000377247767950706
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","ºÚ´øÁÛ÷¢Ã·öô",1,"Meiji","Pterocaesio tile","Perciformes","Lutjanidae","Planktivore","planktivore",30,21.2,30,3.329999924,7,31,28.1,"pelagic",28,"30-40",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","Ò¸°ß¹âÈúÓã",1,"Meiji","Chromis atripes","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.640000105,10,25,27.6,"benthic",28,"< 10",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","·²ÊÏ¹âÈúÓã",3,"Meiji","Chromis vanderbilti","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,6,3.190000057,4,12,28.1,"pelagic",28,"< 10",0.000125749255983569
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","ÁÑ´½Óã",2,"Meiji","Labroides dimidiatus","Perciformes","Labridae","Carnivore","ectoparasite feeder",14,NA,14,3.460000038,1,30,27.8,"pelagic",28,"10-20",8.38328373223792e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","¸±<U+4C75>",1,"Meiji","Paracirrhites arcatus","Perciformes","Cirrhitidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,20,3.630000114,1,33,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:00-00:10","°Ë´øÄâ´½Óã",1,"Meiji","Pseudocheilinus octotaenia","Perciformes","Labridae","Carnivore","invertivore",14,NA,17.07999992,3.359999895,6,27,27.5,"benthic",28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:10-00:20","Ë«°ß¹âÈúÓã",2,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",8.38328373223792e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:10-00:20","èÎ³Ý´ÌÎ²Óã",11,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000461080605273085
"5.7","1ºÅ»ú","GH030919.MP4","00:10-00:20","ÍøÎÆðÐ×ìÓã",1,"Meiji","Scarus frenatus","Perciformes","Scaridae","Herbivore","grazer/detritivores",NA,NA,47,2,3,14,28.2,"benthic",28,"40-50",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:10-00:20","Éì¿ÚÓã",1,"Meiji","Epibulus insidiator","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",54,NA,65.87999725,4.010000229,5,22,27.9,"pelagic",28,"50-100",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:10-00:20","×ÝÎÆ½õÓã",1,"Meiji","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:20-00:30","èÎ³Ý´ÌÎ²Óã",4,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000167665674644758
"5.7","1ºÅ»ú","GH030919.MP4","00:20-00:30","Ë«°ß¹âÈúÓã",7,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000293414930628327
"5.7","1ºÅ»ú","GH030919.MP4","00:20-00:30","×ÝÎÆ½õÓã",2,"Meiji","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",8.38328373223792e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:20-00:30","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:30-00:40","èÎ³Ý´ÌÎ²Óã",7,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000293414930628327
"5.7","1ºÅ»ú","GH030919.MP4","00:30-00:40","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:30-00:40","Î²ÎÆ¾Å¼¬öÔ",2,"Meiji","Cephalopholis urodelus","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,28,4,3,15,28.4,NA,28,"20-30",8.38328373223792e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:30-00:40","×ÝÎÆ½õÓã",1,"Meiji","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:40-00:50","×ÝÎÆ½õÓã",3,"Meiji","Thalassoma quinquevittatus","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",17,NA,17,3.6,1,5,28.3,NA,28,"10-20",0.000125749255983569
"5.7","1ºÅ»ú","GH030919.MP4","00:40-00:50","èÎ³Ý´ÌÎ²Óã",1,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:40-00:50","¸±<U+4C75>",1,"Meiji","Paracirrhites arcatus","Perciformes","Cirrhitidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,20,3.630000114,1,33,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.7","1ºÅ»ú","GH030919.MP4","00:40-00:50","¶ÛÍ·½õÓã",31,"Meiji","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.00129940897849688
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","¶ÛÍ·½õÓã",11,"Meiji","Thalassoma amblycephalum","Perciformes","Labridae","Planktivore","planktivore",16,NA,19.52000046,3.099999905,1,15,28.4,"pelagic",28,"10-20",0.000461080605273085
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","èÎ³Ý´ÌÎ²Óã",23,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000964077629207361
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","ÈÕ±¾´ÌÎ²Óã",12,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",0.000502997023934275
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","Ë«°ß¹âÈúÓã",6,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000251498511967138
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","ºÚ±ß½ÇÁÛ÷ƒ",3,"Meiji","Melichthys vidua","Tetraodontiformes","Balistidae","Omnivore","omnivore",NA,NA,40,3.380000114,9,33,27.6,"benthic",28,"40-50",0.000125749255983569
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","¶àÁÛÏ¼µûÓã",4,"Meiji","Hemitaurichthys polylepis","Perciformes","Chaetodontidae","Planktivore","planktivore",18,NA,18,3.089999914,8,32,27.7,"pelagic",28,"10-20",0.000167665674644758
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","³¤ÎÇÄ÷¿ÚÓã",1,"Meiji","Forcipiger longirostris","Perciformes","Chaetodontidae","Carnivore","invertivore",22,NA,22,3.5,24,97,27.9,"benthic",28,"20-30",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","Ë¿ºûµûÓã",1,"Meiji","Chaetodon auriga","Perciformes","Chaetodontidae","Omnivore","omnivore",23,NA,23,3.690000057,7,31,28,"benthic",28,"20-30",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","ÖéºûµûÓã",2,"Meiji","Chaetodon kleirnii","Perciformes","Chaetodontidae","Omnivore","omnivore",15,NA,15,2.9,4,61,27.8,NA,28,"10-20",8.38328373223792e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","»ÆÎ²´ÌÎ²Óã",19,"Meiji","Acanthurus thompsoni","Perciformes","Acanthuridae","Planktivore","planktivore",27,NA,27,3.640000105,5,70,27.6,"pelagic",28,"20-30",0.000796411954562602
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","·ÆÂÉ±öÈ¸öô",1,"Meiji","Pomacentrus philippinus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,11.10000038,2.670000076,2,7,28.4,"benthic",28,"10-20",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","ÍøÎÆðÐ×ìÓã",1,"Meiji","Scarus frenatus","Perciformes","Scaridae","Herbivore","grazer/detritivores",NA,NA,47,2,3,14,28.2,"benthic",28,"40-50",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","ÂÌ´½ðÐ×ìÓã",1,"Meiji","Scarus forsteni","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,55,2,5,17,28.4,"benthic",28,"50-100",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:00-00:10","»ªÀöºûµûÓã",1,"Meiji","Chaetodon ornatissimus","Perciformes","Chaetodontidae","Corallivore","corallivore",20,NA,20,3.339999914,4,19,28.4,"benthic",28,"20-30",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:10-00:20","¶àÁÛÏ¼µûÓã",2,"Meiji","Hemitaurichthys polylepis","Perciformes","Chaetodontidae","Planktivore","planktivore",18,NA,18,3.089999914,8,32,27.7,"pelagic",28,"10-20",8.38328373223792e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:10-00:20","»ÆÎ²´ÌÎ²Óã",11,"Meiji","Acanthurus thompsoni","Perciformes","Acanthuridae","Planktivore","planktivore",27,NA,27,3.640000105,5,70,27.6,"pelagic",28,"20-30",0.000461080605273085
"5.7","2ºÅ»ú","GH010077.MP4","00:10-00:20","³¤ÎÇÄ÷¿ÚÓã",1,"Meiji","Forcipiger longirostris","Perciformes","Chaetodontidae","Carnivore","invertivore",22,NA,22,3.5,24,97,27.9,"benthic",28,"20-30",4.19164186611896e-05
"5.7","2ºÅ»ú","GH010077.MP4","00:10-00:20","èÎ³Ý´ÌÎ²Óã",12,"Meiji","Ctenochaetus striatus","Perciformes","Acanthuridae","Omnivore","omnivore",26,18,26,2,6,30,27.8,"benthic",28,"20-30",0.000502997023934275
